url,average_commit_time (ms),average_image_gathering_time (ms),average_num_layers_drawn (),average_num_missing_tiles (),dom_content_loaded_time (seconds),dropped_percent (%),first_paint (ms),load_time (seconds),mean_frame_time (ms),percent_impl_scrolled (%),texture_upload_count (count),total_deferred_image_decode_count (count),total_deferred_image_decoding_time (seconds),total_image_cache_hit_count (count),total_texture_upload_time (seconds)
v1.0.0/images.html,0,0,0.0,0.0,0.133,0.0,152.0,0.145,8.547,0.0,0,0,0,0,0
v1.1.0/images.html,0,0,0.0,0.0,0.114,0.0,135.0,0.125,8.528,0.0,0,0,0,0,0
v1.1.1/images.html,0,0,0.0,0.0,0.111,0.0,134.0,0.125,8.494,0.0,0,0,0,0,0
v1.2.0/images.html,0,0,0.0,0.0,0.111,0.0,133.0,0.123,8.576,0.0,0,0,0,0,0
v1.3.0/images.html,0,0,0.0,0.0,0.097,0.0,115.0,0.109,8.672,0.0,0,0,0,0,0
v1.4.0/images.html,0,0,0.0,0.0,0.091,0.0,105.0,0.1,8.632,0.0,0,0,0,0,0
v2.0.0/images.html,0,0,0.0,0.0,0.109,0.0,125.0,0.119,8.74,0.0,0,0,0,0,0
v2.0.1/images.html,0,0,0.0,0.0,0.106,0.0,125.0,0.116,8.745,0.0,0,0,0,0,0
v2.0.2/images.html,0,0,0.0,0.0,0.105,0.0,121.0,0.115,8.746,0.0,0,0,0,0,0
v2.0.3/images.html,0,0,0.0,0.0,0.103,0.0,123.0,0.116,8.577,0.0,0,0,0,0,0
v2.0.4/images.html,0,0,0.0,0.0,0.103,0.0,121.0,0.114,8.617,0.0,0,0,0,0,0
v2.1.0/images.html,0,0,0.0,0.0,0.115,0.0,141.0,0.127,8.572,0.0,0,0,0,0,0
v2.1.1/images.html,0,0,0.0,0.0,0.123,0.0,148.0,0.135,8.694,0.0,0,0,0,0,0
v2.2.0/images.html,0,0,0.0,0.0,0.105,0.0,129.0,0.116,8.694,0.0,0,0,0,0,0
v2.2.1/images.html,0,0,0.0,0.0,0.108,0.0,131.0,0.118,8.722,0.0,0,0,0,0,0
v2.2.2/images.html,0,0,0.0,0.0,0.11,0.0,133.0,0.121,8.711,0.0,0,0,0,0,0
